"Kode";"Bezeichnung1";"Bezeichnung2";"Bezeichnung3";"Kapitel";"Version"
"K00.2";"Abnormitäten in Größe und Form der Zähne";"Störungen der Zahnentwicklung und des Zahndurchbruchs";"Abnormitäten in Größe und Form der Zähne";"11";"2015"
"K00.3";"Schmelzflecken [Mottled teeth]";"Störungen der Zahnentwicklung und des Zahndurchbruchs";"Schmelzflecken [Mottled teeth]";"11";"2015"
"K00.4";"Störungen in der Zahnbildung";"Störungen der Zahnentwicklung und des Zahndurchbruchs";"Störungen in der Zahnbildung";"11";"2015"
"K00.5";"Hereditäre Störungen der Zahnstruktur, anderenorts nicht klassifiziert";"Störungen der Zahnentwicklung und des Zahndurchbruchs";"Hereditäre Störungen der Zahnstruktur, anderenorts nicht klassifiziert";"11";"2015"
"K00.6";"Störungen des Zahndurchbruchs";"Störungen der Zahnentwicklung und des Zahndurchbruchs";"Störungen des Zahndurchbruchs";"11";"2015"
"K00.7";"Dentitionskrankheit";"Störungen der Zahnentwicklung und des Zahndurchbruchs";"Dentitionskrankheit";"11";"2015"
"K00.8";"Sonstige Störungen der Zahnentwicklung";"Störungen der Zahnentwicklung und des Zahndurchbruchs";"Sonstige Störungen der Zahnentwicklung";"11";"2015"
"K00.9";"Störung der Zahnentwicklung, nicht näher bezeichnet";"Störungen der Zahnentwicklung und des Zahndurchbruchs";"Störung der Zahnentwicklung, nicht näher bezeichnet";"11";"2015"
"K01";"Retinierte und impaktierte Zähne";"Retinierte und impaktierte Zähne";"";"11";"2015"
"K01.0";"Retinierte Zähne";"Retinierte und impaktierte Zähne";"Retinierte Zähne";"11";"2015"
"K01.1";"Impaktierte Zähne";"Retinierte und impaktierte Zähne";"Impaktierte Zähne";"11";"2015"
"K02";"Zahnkaries";"Zahnkaries";"";"11";"2015"
"K02.0";"Karies, auf den Zahnschmelz begrenzt";"Zahnkaries";"Karies, auf den Zahnschmelz begrenzt";"11";"2015"
"K02.1";"Karies des Dentins";"Zahnkaries";"Karies des Dentins";"11";"2015"
"K02.2";"Karies des Zements";"Zahnkaries";"Karies des Zements";"11";"2015"
"K02.3";"Kariesmarke";"Zahnkaries";"Kariesmarke";"11";"2015"
"K02.4";"Odontoklasie";"Zahnkaries";"Odontoklasie";"11";"2015"
"K02.5";"Karies mit freiliegender Pulpa";"Zahnkaries";"Karies mit freiliegender Pulpa";"11";"2015"
"K02.8";"Sonstige Zahnkaries";"Zahnkaries";"Sonstige Zahnkaries";"11";"2015"
"K02.9";"Zahnkaries, nicht näher bezeichnet";"Zahnkaries";"Zahnkaries, nicht näher bezeichnet";"11";"2015"
"K03";"Sonstige Krankheiten der Zahnhartsubstanzen";"Sonstige Krankheiten der Zahnhartsubstanzen";"";"11";"2015"
"K03.0";"Ausgeprägte Attrition der Zähne";"Sonstige Krankheiten der Zahnhartsubstanzen";"Ausgeprägte Attrition der Zähne";"11";"2015"
"K03.1";"Abrasion der Zähne";"Sonstige Krankheiten der Zahnhartsubstanzen";"Abrasion der Zähne";"11";"2015"
"K03.2";"Erosion der Zähne";"Sonstige Krankheiten der Zahnhartsubstanzen";"Erosion der Zähne";"11";"2015"
"K03.3";"Pathologische Zahnresorption";"Sonstige Krankheiten der Zahnhartsubstanzen";"Pathologische Zahnresorption";"11";"2015"
"K03.4";"Hyperzementose";"Sonstige Krankheiten der Zahnhartsubstanzen";"Hyperzementose";"11";"2015"
"K03.5";"Ankylose der Zähne";"Sonstige Krankheiten der Zahnhartsubstanzen";"Ankylose der Zähne";"11";"2015"
"K03.6";"Auflagerungen [Beläge] auf den Zähnen";"Sonstige Krankheiten der Zahnhartsubstanzen";"Auflagerungen [Beläge] auf den Zähnen";"11";"2015"
"K03.7";"Farbänderungen der Zahnhartsubstanzen nach dem Zahndurchbruch";"Sonstige Krankheiten der Zahnhartsubstanzen";"Farbänderungen der Zahnhartsubstanzen nach dem Zahndurchbruch";"11";"2015"
"K03.8";"Sonstige näher bezeichnete Krankheiten der Zahnhartsubstanzen";"Sonstige Krankheiten der Zahnhartsubstanzen";"Sonstige näher bezeichnete Krankheiten der Zahnhartsubstanzen";"11";"2015"
"K03.9";"Krankheit der Zahnhartsubstanzen, nicht näher bezeichnet";"Sonstige Krankheiten der Zahnhartsubstanzen";"Krankheit der Zahnhartsubstanzen, nicht näher bezeichnet";"11";"2015"
"K04";"Krankheiten der Pulpa und des periapikalen Gewebes";"Krankheiten der Pulpa und des periapikalen Gewebes";"";"11";"2015"
"K04.0";"Pulpitis";"Krankheiten der Pulpa und des periapikalen Gewebes";"Pulpitis";"11";"2015"
"K04.1";"Pulpanekrose";"Krankheiten der Pulpa und des periapikalen Gewebes";"Pulpanekrose";"11";"2015"
"K04.2";"Pulpadegeneration";"Krankheiten der Pulpa und des periapikalen Gewebes";"Pulpadegeneration";"11";"2015"
"K04.3";"Abnorme Bildung von Zahnhartsubstanz in der Pulpa";"Krankheiten der Pulpa und des periapikalen Gewebes";"Abnorme Bildung von Zahnhartsubstanz in der Pulpa";"11";"2015"
"K04.4";"Akute apikale Parodontitis pulpalen Ursprungs";"Krankheiten der Pulpa und des periapikalen Gewebes";"Akute apikale Parodontitis pulpalen Ursprungs";"11";"2015"
"K04.5";"Chronische apikale Parodontitis";"Krankheiten der Pulpa und des periapikalen Gewebes";"Chronische apikale Parodontitis";"11";"2015"
"K04.6";"Periapikaler Abszess mit Fistel";"Krankheiten der Pulpa und des periapikalen Gewebes";"Periapikaler Abszess mit Fistel";"11";"2015"
"K04.7";"Periapikaler Abszess ohne Fistel";"Krankheiten der Pulpa und des periapikalen Gewebes";"Periapikaler Abszess ohne Fistel";"11";"2015"
"K04.8";"Radikuläre Zyste";"Krankheiten der Pulpa und des periapikalen Gewebes";"Radikuläre Zyste";"11";"2015"
"K04.9";"Sonstige und nicht näher bezeichnete Krankheiten der Pulpa und des periapikalen Gewebes";"Krankheiten der Pulpa und des periapikalen Gewebes";"Sonstige und nicht näher bezeichnete Krankheiten der Pulpa und des periapikalen Gewebes";"11";"2015"
"K05";"Gingivitis und Krankheiten des Parodonts";"Gingivitis und Krankheiten des Parodonts";"";"11";"2015"
"K05.0";"Akute Gingivitis";"Gingivitis und Krankheiten des Parodonts";"Akute Gingivitis";"11";"2015"
"K05.1";"Chronische Gingivitis";"Gingivitis und Krankheiten des Parodonts";"Chronische Gingivitis";"11";"2015"
"K05.2";"Akute Parodontitis";"Gingivitis und Krankheiten des Parodonts";"Akute Parodontitis";"11";"2015"
"K05.3";"Chronische Parodontitis";"Gingivitis und Krankheiten des Parodonts";"Chronische Parodontitis";"11";"2015"
"K05.4";"Parodontose";"Gingivitis und Krankheiten des Parodonts";"Parodontose";"11";"2015"
"K05.5";"Sonstige Krankheiten des Parodonts";"Gingivitis und Krankheiten des Parodonts";"Sonstige Krankheiten des Parodonts";"11";"2015"
"K05.6";"Krankheit des Parodonts, nicht näher bezeichnet";"Gingivitis und Krankheiten des Parodonts";"Krankheit des Parodonts, nicht näher bezeichnet";"11";"2015"
"K06";"Sonstige Krankheiten der Gingiva und des zahnlosen Alveolarkammes";"Sonstige Krankheiten der Gingiva und des zahnlosen Alveolarkammes";"";"11";"2015"
"K06.0";"Gingivaretraktion";"Sonstige Krankheiten der Gingiva und des zahnlosen Alveolarkammes";"Gingivaretraktion";"11";"2015"
"K06.1";"Gingivahyperplasie";"Sonstige Krankheiten der Gingiva und des zahnlosen Alveolarkammes";"Gingivahyperplasie";"11";"2015"
"K06.2";"Gingivaläsionen und Läsionen des zahnlosen Alveolarkammes in Verbindung mit Trauma";"Sonstige Krankheiten der Gingiva und des zahnlosen Alveolarkammes";"Gingivaläsionen und Läsionen des zahnlosen Alveolarkammes in Verbindung mit Trauma";"11";"2015"
"K06.8";"Sonstige näher bezeichnete Krankheiten der Gingiva und des zahnlosen Alveolarkammes";"Sonstige Krankheiten der Gingiva und des zahnlosen Alveolarkammes";"Sonstige näher bezeichnete Krankheiten der Gingiva und des zahnlosen Alveolarkammes";"11";"2015"
"K06.9";"Krankheit der Gingiva und des zahnlosen Alveolarkammes, nicht näher bezeichnet";"Sonstige Krankheiten der Gingiva und des zahnlosen Alveolarkammes";"Krankheit der Gingiva und des zahnlosen Alveolarkammes, nicht näher bezeichnet";"11";"2015"
"K07";"Dentofaziale Anomalien [einschließlich fehlerhafter Okklusion]";"Dentofaziale Anomalien [einschließlich fehlerhafter Okklusion]";"";"11";"2015"
"K07.0";"Stärkere Anomalien der Kiefergröße";"Dentofaziale Anomalien [einschließlich fehlerhafter Okklusion]";"Stärkere Anomalien der Kiefergröße";"11";"2015"
"K07.1";"Anomalien des Kiefer-Schädelbasis-Verhältnisses";"Dentofaziale Anomalien [einschließlich fehlerhafter Okklusion]";"Anomalien des Kiefer-Schädelbasis-Verhältnisses";"11";"2015"
"K07.2";"Anomalien des Zahnbogenverhältnisses";"Dentofaziale Anomalien [einschließlich fehlerhafter Okklusion]";"Anomalien des Zahnbogenverhältnisses";"11";"2015"
"K07.3";"Zahnstellungsanomalien";"Dentofaziale Anomalien [einschließlich fehlerhafter Okklusion]";"Zahnstellungsanomalien";"11";"2015"
"K07.4";"Fehlerhafte Okklusion, nicht näher bezeichnet";"Dentofaziale Anomalien [einschließlich fehlerhafter Okklusion]";"Fehlerhafte Okklusion, nicht näher bezeichnet";"11";"2015"
"K07.5";"Funktionelle dentofaziale Anomalien";"Dentofaziale Anomalien [einschließlich fehlerhafter Okklusion]";"Funktionelle dentofaziale Anomalien";"11";"2015"
"K07.6";"Krankheiten des Kiefergelenkes";"Dentofaziale Anomalien [einschließlich fehlerhafter Okklusion]";"Krankheiten des Kiefergelenkes";"11";"2015"
"K07.8";"Sonstige dentofaziale Anomalien";"Dentofaziale Anomalien [einschließlich fehlerhafter Okklusion]";"Sonstige dentofaziale Anomalien";"11";"2015"
"K07.9";"Dentofaziale Anomalie, nicht näher bezeichnet";"Dentofaziale Anomalien [einschließlich fehlerhafter Okklusion]";"Dentofaziale Anomalie, nicht näher bezeichnet";"11";"2015"
"K08";"Sonstige Krankheiten der Zähne und des Zahnhalteapparates";"Sonstige Krankheiten der Zähne und des Zahnhalteapparates";"";"11";"2015"
"K08.0";"Zahnverfall durch systemische Ursachen";"Sonstige Krankheiten der Zähne und des Zahnhalteapparates";"Zahnverfall durch systemische Ursachen";"11";"2015"
"K08.1";"Zahnverlust durch Unfall, Extraktion oder lokalisierte parodontale Krankheit";"Sonstige Krankheiten der Zähne und des Zahnhalteapparates";"Zahnverlust durch Unfall, Extraktion oder lokalisierte parodontale Krankheit";"11";"2015"
"K08.2";"Atrophie des zahnlosen Alveolarkammes";"Sonstige Krankheiten der Zähne und des Zahnhalteapparates";"Atrophie des zahnlosen Alveolarkammes";"11";"2015"
"K08.3";"Verbliebene Zahnwurzel";"Sonstige Krankheiten der Zähne und des Zahnhalteapparates";"Verbliebene Zahnwurzel";"11";"2015"
"K08.8";"Sonstige näher bezeichnete Krankheiten der Zähne und des Zahnhalteapparates";"Sonstige Krankheiten der Zähne und des Zahnhalteapparates";"Sonstige näher bezeichnete Krankheiten der Zähne und des Zahnhalteapparates";"11";"2015"
"K08.81";"Pathologische Zahnfraktur";"Sonstige Krankheiten der Zähne und des Zahnhalteapparates";"Sonstige näher bezeichnete Krankheiten der Zähne und des Zahnhalteapparates";"11";"2015"
"K08.88";"Sonstige näher bezeichnete Krankheiten der Zähne und des Zahnhalteapparates";"Sonstige Krankheiten der Zähne und des Zahnhalteapparates";"Sonstige näher bezeichnete Krankheiten der Zähne und des Zahnhalteapparates";"11";"2015"
"K08.9";"Krankheit der Zähne und des Zahnhalteapparates, nicht näher bezeichnet";"Sonstige Krankheiten der Zähne und des Zahnhalteapparates";"Krankheit der Zähne und des Zahnhalteapparates, nicht näher bezeichnet";"11";"2015"
"K09";"Zysten der Mundregion, anderenorts nicht klassifiziert";"Zysten der Mundregion, anderenorts nicht klassifiziert";"";"11";"2015"
"K09.0";"Entwicklungsbedingte odontogene Zysten";"Zysten der Mundregion, anderenorts nicht klassifiziert";"Entwicklungsbedingte odontogene Zysten";"11";"2015"
"K09.1";"Entwicklungsbedingte (nichtodontogene) Zysten der Mundregion";"Zysten der Mundregion, anderenorts nicht klassifiziert";"Entwicklungsbedingte (nichtodontogene) Zysten der Mundregion";"11";"2015"
"K09.2";"Sonstige Kieferzysten";"Zysten der Mundregion, anderenorts nicht klassifiziert";"Sonstige Kieferzysten";"11";"2015"
"K09.8";"Sonstige Zysten der Mundregion, anderenorts nicht klassifiziert";"Zysten der Mundregion, anderenorts nicht klassifiziert";"Sonstige Zysten der Mundregion, anderenorts nicht klassifiziert";"11";"2015"
"K09.9";"Zyste der Mundregion, nicht näher bezeichnet";"Zysten der Mundregion, anderenorts nicht klassifiziert";"Zyste der Mundregion, nicht näher bezeichnet";"11";"2015"
"K10";"Sonstige Krankheiten der Kiefer";"Sonstige Krankheiten der Kiefer";"";"11";"2015"
"K10.0";"Entwicklungsbedingte Krankheiten der Kiefer";"Sonstige Krankheiten der Kiefer";"Entwicklungsbedingte Krankheiten der Kiefer";"11";"2015"
"K10.1";"Zentrales Riesenzellgranulom der Kiefer";"Sonstige Krankheiten der Kiefer";"Zentrales Riesenzellgranulom der Kiefer";"11";"2015"
"K10.2";"Entzündliche Zustände der Kiefer";"Sonstige Krankheiten der Kiefer";"Entzündliche Zustände der Kiefer";"11";"2015"
"K10.20";"Maxillärer Abszess ohne Angabe einer Ausbreitung nach retromaxillär oder in die Fossa canina";"Sonstige Krankheiten der Kiefer";"Entzündliche Zustände der Kiefer";"11";"2015"
"K10.21";"Maxillärer Abszess mit Angabe einer Ausbreitung nach retromaxillär oder in die Fossa canina";"Sonstige Krankheiten der Kiefer";"Entzündliche Zustände der Kiefer";"11";"2015"
"K10.28";"Sonstige näher bezeichnete entzündliche Zustände der Kiefer";"Sonstige Krankheiten der Kiefer";"Entzündliche Zustände der Kiefer";"11";"2015"
"K10.29";"Entzündlicher Zustand der Kiefer, nicht näher bezeichnet";"Sonstige Krankheiten der Kiefer";"Entzündliche Zustände der Kiefer";"11";"2015"
"K10.3";"Alveolitis der Kiefer";"Sonstige Krankheiten der Kiefer";"Alveolitis der Kiefer";"11";"2015"
"K10.8";"Sonstige näher bezeichnete Krankheiten der Kiefer";"Sonstige Krankheiten der Kiefer";"Sonstige näher bezeichnete Krankheiten der Kiefer";"11";"2015"
"K10.9";"Krankheit der Kiefer, nicht näher bezeichnet";"Sonstige Krankheiten der Kiefer";"Krankheit der Kiefer, nicht näher bezeichnet";"11";"2015"
"K11";"Krankheiten der Speicheldrüsen";"Krankheiten der Speicheldrüsen";"";"11";"2015"
"K11.0";"Speicheldrüsenatrophie";"Krankheiten der Speicheldrüsen";"Speicheldrüsenatrophie";"11";"2015"
"K11.1";"Speicheldrüsenhypertrophie";"Krankheiten der Speicheldrüsen";"Speicheldrüsenhypertrophie";"11";"2015"
"K11.2";"Sialadenitis";"Krankheiten der Speicheldrüsen";"Sialadenitis";"11";"2015"
"K11.3";"Speicheldrüsenabszess";"Krankheiten der Speicheldrüsen";"Speicheldrüsenabszess";"11";"2015"
"K11.4";"Speicheldrüsenfistel";"Krankheiten der Speicheldrüsen";"Speicheldrüsenfistel";"11";"2015"
"K11.5";"Sialolithiasis";"Krankheiten der Speicheldrüsen";"Sialolithiasis";"11";"2015"
"K11.6";"Mukozele der Speicheldrüsen";"Krankheiten der Speicheldrüsen";"Mukozele der Speicheldrüsen";"11";"2015"
"K11.7";"Störungen der Speichelsekretion";"Krankheiten der Speicheldrüsen";"Störungen der Speichelsekretion";"11";"2015"
"K11.8";"Sonstige Krankheiten der Speicheldrüsen";"Krankheiten der Speicheldrüsen";"Sonstige Krankheiten der Speicheldrüsen";"11";"2015"
"K11.9";"Krankheit der Speicheldrüsen, nicht näher bezeichnet";"Krankheiten der Speicheldrüsen";"Krankheit der Speicheldrüsen, nicht näher bezeichnet";"11";"2015"
"K12";"Stomatitis und verwandte Krankheiten";"Stomatitis und verwandte Krankheiten";"";"11";"2015"
"K12.0";"Rezidivierende orale Aphthen";"Stomatitis und verwandte Krankheiten";"Rezidivierende orale Aphthen";"11";"2015"
"K12.1";"Sonstige Formen der Stomatitis";"Stomatitis und verwandte Krankheiten";"Sonstige Formen der Stomatitis";"11";"2015"
"K12.2";"Phlegmone und Abszess des Mundes";"Stomatitis und verwandte Krankheiten";"Phlegmone und Abszess des Mundes";"11";"2015"
"K12.20";"Mund- (Boden-) Phlegmone";"Stomatitis und verwandte Krankheiten";"Phlegmone und Abszess des Mundes";"11";"2015"
"K12.21";"Submandibularabszess ohne Angabe einer Ausbreitung nach mediastinal, parapharyngeal oder zervikal";"Stomatitis und verwandte Krankheiten";"Phlegmone und Abszess des Mundes";"11";"2015"
"K12.22";"Submandibularabszess mit Ausbreitung nach mediastinal, parapharyngeal oder zervikal";"Stomatitis und verwandte Krankheiten";"Phlegmone und Abszess des Mundes";"11";"2015"
"K12.23";"Wangenabszess";"Stomatitis und verwandte Krankheiten";"Phlegmone und Abszess des Mundes";"11";"2015"
"K12.28";"Sonstige Phlegmone und Abszess des Mundes";"Stomatitis und verwandte Krankheiten";"Phlegmone und Abszess des Mundes";"11";"2015"
"K12.29";"Phlegmone und Abszess des Mundes, nicht näher bezeichnet";"Stomatitis und verwandte Krankheiten";"Phlegmone und Abszess des Mundes";"11";"2015"
"K12.3";"Orale Mukositis (ulzerativ)";"Stomatitis und verwandte Krankheiten";"Orale Mukositis (ulzerativ)";"11";"2015"
"K13";"Sonstige Krankheiten der Lippe und der Mundschleimhaut";"Sonstige Krankheiten der Lippe und der Mundschleimhaut";"";"11";"2015"
"K13.0";"Krankheiten der Lippen";"Sonstige Krankheiten der Lippe und der Mundschleimhaut";"Krankheiten der Lippen";"11";"2015"
"K13.1";"Wangen- und Lippenbiss";"Sonstige Krankheiten der Lippe und der Mundschleimhaut";"Wangen- und Lippenbiss";"11";"2015"
"K13.2";"Leukoplakie und sonstige Affektionen des Mundhöhlenepithels, einschließlich Zunge";"Sonstige Krankheiten der Lippe und der Mundschleimhaut";"Leukoplakie und sonstige Affektionen des Mundhöhlenepithels, einschließlich Zunge";"11";"2015"
"K13.3";"Haarleukoplakie";"Sonstige Krankheiten der Lippe und der Mundschleimhaut";"Haarleukoplakie";"11";"2015"
"K13.4";"Granulom und granulomähnliche Läsionen der Mundschleimhaut";"Sonstige Krankheiten der Lippe und der Mundschleimhaut";"Granulom und granulomähnliche Läsionen der Mundschleimhaut";"11";"2015"
"K13.5";"Orale submuköse Fibrose";"Sonstige Krankheiten der Lippe und der Mundschleimhaut";"Orale submuköse Fibrose";"11";"2015"
"K13.6";"Irritative Hyperplasie der Mundschleimhaut";"Sonstige Krankheiten der Lippe und der Mundschleimhaut";"Irritative Hyperplasie der Mundschleimhaut";"11";"2015"
"K13.7";"Sonstige und nicht näher bezeichnete Läsionen der Mundschleimhaut";"Sonstige Krankheiten der Lippe und der Mundschleimhaut";"Sonstige und nicht näher bezeichnete Läsionen der Mundschleimhaut";"11";"2015"
"K14";"Krankheiten der Zunge";"Krankheiten der Zunge";"";"11";"2015"
"K14.0";"Glossitis";"Krankheiten der Zunge";"Glossitis";"11";"2015"
"K14.1";"Lingua geographica";"Krankheiten der Zunge";"Lingua geographica";"11";"2015"
"K14.2";"Glossitis rhombica mediana";"Krankheiten der Zunge";"Glossitis rhombica mediana";"11";"2015"
"K14.3";"Hypertrophie der Zungenpapillen";"Krankheiten der Zunge";"Hypertrophie der Zungenpapillen";"11";"2015"
"K14.4";"Atrophie der Zungenpapillen";"Krankheiten der Zunge";"Atrophie der Zungenpapillen";"11";"2015"
"K14.5";"Lingua plicata";"Krankheiten der Zunge";"Lingua plicata";"11";"2015"
"K14.6";"Glossodynie";"Krankheiten der Zunge";"Glossodynie";"11";"2015"
"K14.8";"Sonstige Krankheiten der Zunge";"Krankheiten der Zunge";"Sonstige Krankheiten der Zunge";"11";"2015"
"K14.9";"Krankheit der Zunge, nicht näher bezeichnet";"Krankheiten der Zunge";"Krankheit der Zunge, nicht näher bezeichnet";"11";"2015"
"K20";"Ösophagitis";"Ösophagitis";"";"11";"2015"
"K21";"Gastroösophageale Refluxkrankheit";"Gastroösophageale Refluxkrankheit";"";"11";"2015"
"K21.0";"Gastroösophageale Refluxkrankheit mit Ösophagitis";"Gastroösophageale Refluxkrankheit";"Gastroösophageale Refluxkrankheit mit Ösophagitis";"11";"2015"
"K21.9";"Gastroösophageale Refluxkrankheit ohne Ösophagitis";"Gastroösophageale Refluxkrankheit";"Gastroösophageale Refluxkrankheit ohne Ösophagitis";"11";"2015"
"K22";"Sonstige Krankheiten des Ösophagus";"Sonstige Krankheiten des Ösophagus";"";"11";"2015"
"K22.0";"Achalasie der Kardia";"Sonstige Krankheiten des Ösophagus";"Achalasie der Kardia";"11";"2015"
"K22.1";"Ösophagusulkus";"Sonstige Krankheiten des Ösophagus";"Ösophagusulkus";"11";"2015"
"K22.2";"Ösophagusverschluss";"Sonstige Krankheiten des Ösophagus";"Ösophagusverschluss";"11";"2015"
"K22.3";"Perforation des Ösophagus";"Sonstige Krankheiten des Ösophagus";"Perforation des Ösophagus";"11";"2015"
"K22.4";"Dyskinesie des Ösophagus";"Sonstige Krankheiten des Ösophagus";"Dyskinesie des Ösophagus";"11";"2015"
"K22.5";"Divertikel des Ösophagus, erworben";"Sonstige Krankheiten des Ösophagus";"Divertikel des Ösophagus, erworben";"11";"2015"
"K22.6";"Mallory-Weiss-Syndrom";"Sonstige Krankheiten des Ösophagus";"Mallory-Weiss-Syndrom";"11";"2015"
"K22.7";"Barrett-Ösophagus";"Sonstige Krankheiten des Ösophagus";"Barrett-Ösophagus";"11";"2015"
"K22.8";"Sonstige näher bezeichnete Krankheiten des Ösophagus";"Sonstige Krankheiten des Ösophagus";"Sonstige näher bezeichnete Krankheiten des Ösophagus";"11";"2015"
"K22.9";"Krankheit des Ösophagus, nicht näher bezeichnet";"Sonstige Krankheiten des Ösophagus";"Krankheit des Ösophagus, nicht näher bezeichnet";"11";"2015"
"K23";"Krankheiten des Ösophagus bei anderenorts klassifizierten Krankheiten";"Krankheiten des Ösophagus bei anderenorts klassifizierten Krankheiten";"";"11";"2015"
"K23.0";"Tuberkulose des Ösophagus";"Krankheiten des Ösophagus bei anderenorts klassifizierten Krankheiten";"Tuberkulose des Ösophagus";"11";"2015"
"K23.1";"Megaösophagus bei Chagas-Krankheit";"Krankheiten des Ösophagus bei anderenorts klassifizierten Krankheiten";"Megaösophagus bei Chagas-Krankheit";"11";"2015"
"K23.8";"Krankheiten des Ösophagus bei sonstigen anderenorts klassifizierten Krankheiten";"Krankheiten des Ösophagus bei anderenorts klassifizierten Krankheiten";"Krankheiten des Ösophagus bei sonstigen anderenorts klassifizierten Krankheiten";"11";"2015"
"K25";"Ulcus ventriculi";"Ulcus ventriculi";"";"11";"2015"
"K25.0";"Ulcus ventriculi: Akut, mit Blutung";"Ulcus ventriculi";"Akut, mit Blutung";"11";"2015"
"K25.1";"Ulcus ventriculi: Akut, mit Perforation";"Ulcus ventriculi";"Akut, mit Perforation";"11";"2015"
"K25.2";"Ulcus ventriculi: Akut, mit Blutung und Perforation";"Ulcus ventriculi";"Akut, mit Blutung und Perforation";"11";"2015"
"K25.3";"Ulcus ventriculi: Akut, ohne Blutung oder Perforation";"Ulcus ventriculi";"Akut, ohne Blutung oder Perforation";"11";"2015"
"K25.4";"Ulcus ventriculi: Chronisch oder nicht näher bezeichnet, mit Blutung";"Ulcus ventriculi";"Chronisch oder nicht näher bezeichnet, mit Blutung";"11";"2015"
"K25.5";"Ulcus ventriculi: Chronisch oder nicht näher bezeichnet, mit Perforation";"Ulcus ventriculi";"Chronisch oder nicht näher bezeichnet, mit Perforation";"11";"2015"
"K25.6";"Ulcus ventriculi: Chronisch oder nicht näher bezeichnet, mit Blutung und Perforation";"Ulcus ventriculi";"Chronisch oder nicht näher bezeichnet, mit Blutung und Perforation";"11";"2015"
"K25.7";"Ulcus ventriculi: Chronisch, ohne Blutung oder Perforation";"Ulcus ventriculi";"Chronisch, ohne Blutung oder Perforation";"11";"2015"
"K25.9";"Ulcus ventriculi: Weder als akut noch als chronisch bezeichnet, ohne Blutung oder Perforation";"Ulcus ventriculi";"Weder als akut noch als chronisch bezeichnet, ohne Blutung oder Perforation";"11";"2015"
"K26";"Ulcus duodeni";"Ulcus duodeni";"";"11";"2015"
"K26.0";"Ulcus duodeni: Akut, mit Blutung";"Ulcus duodeni";"Akut, mit Blutung";"11";"2015"
"K26.1";"Ulcus duodeni: Akut, mit Perforation";"Ulcus duodeni";"Akut, mit Perforation";"11";"2015"
"K26.2";"Ulcus duodeni: Akut, mit Blutung und Perforation";"Ulcus duodeni";"Akut, mit Blutung und Perforation";"11";"2015"
"K26.3";"Ulcus duodeni: Akut, ohne Blutung oder Perforation";"Ulcus duodeni";"Akut, ohne Blutung oder Perforation";"11";"2015"
"K26.4";"Ulcus duodeni: Chronisch oder nicht näher bezeichnet, mit Blutung";"Ulcus duodeni";"Chronisch oder nicht näher bezeichnet, mit Blutung";"11";"2015"
"K26.5";"Ulcus duodeni: Chronisch oder nicht näher bezeichnet, mit Perforation";"Ulcus duodeni";"Chronisch oder nicht näher bezeichnet, mit Perforation";"11";"2015"
"K26.6";"Ulcus duodeni: Chronisch oder nicht näher bezeichnet, mit Blutung und Perforation";"Ulcus duodeni";"Chronisch oder nicht näher bezeichnet, mit Blutung und Perforation";"11";"2015"
"K26.7";"Ulcus duodeni: Chronisch, ohne Blutung oder Perforation";"Ulcus duodeni";"Chronisch, ohne Blutung oder Perforation";"11";"2015"
"K26.9";"Ulcus duodeni: Weder als akut noch als chronisch bezeichnet, ohne Blutung oder Perforation";"Ulcus duodeni";"Weder als akut noch als chronisch bezeichnet, ohne Blutung oder Perforation";"11";"2015"
"K27";"Ulcus pepticum, Lokalisation nicht näher bezeichnet";"Ulcus pepticum, Lokalisation nicht näher bezeichnet";"";"11";"2015"
"K27.0";"Ulcus pepticum, Lokalisation nicht näher bezeichnet: Akut, mit Blutung";"Ulcus pepticum, Lokalisation nicht näher bezeichnet";"Akut, mit Blutung";"11";"2015"
"K27.1";"Ulcus pepticum, Lokalisation nicht näher bezeichnet: Akut, mit Perforation";"Ulcus pepticum, Lokalisation nicht näher bezeichnet";"Akut, mit Perforation";"11";"2015"
"K27.2";"Ulcus pepticum, Lokalisation nicht näher bezeichnet: Akut, mit Blutung und Perforation";"Ulcus pepticum, Lokalisation nicht näher bezeichnet";"Akut, mit Blutung und Perforation";"11";"2015"
"K27.3";"Ulcus pepticum, Lokalisation nicht näher bezeichnet: Akut, ohne Blutung oder Perforation";"Ulcus pepticum, Lokalisation nicht näher bezeichnet";"Akut, ohne Blutung oder Perforation";"11";"2015"
"K27.4";"Ulcus pepticum, Lokalisation nicht näher bezeichnet: Chronisch oder nicht näher bezeichnet, mit Blutung";"Ulcus pepticum, Lokalisation nicht näher bezeichnet";"Chronisch oder nicht näher bezeichnet, mit Blutung";"11";"2015"
"K27.5";"Ulcus pepticum, Lokalisation nicht näher bezeichnet: Chronisch oder nicht näher bezeichnet, mit Perforation";"Ulcus pepticum, Lokalisation nicht näher bezeichnet";"Chronisch oder nicht näher bezeichnet, mit Perforation";"11";"2015"
"K27.6";"Ulcus pepticum, Lokalisation nicht näher bezeichnet: Chronisch oder nicht näher bezeichnet, mit Blutung und Perforation";"Ulcus pepticum, Lokalisation nicht näher bezeichnet";"Chronisch oder nicht näher bezeichnet, mit Blutung und Perforation";"11";"2015"
"K27.7";"Ulcus pepticum, Lokalisation nicht näher bezeichnet: Chronisch, ohne Blutung oder Perforation";"Ulcus pepticum, Lokalisation nicht näher bezeichnet";"Chronisch, ohne Blutung oder Perforation";"11";"2015"
